NODEID,ONSTREETNAME,FROMSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
26514,AVENUE A,EAST   94 STREET,B,11/18/2020 00:00:00,11/23/2020 23:59:59,DOT IN-HOUSE PAVING
32646,85 AVENUE,104 STREET,Q,06/17/2020 13:38:14,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
32646,85 AVENUE,104 STREET,Q,06/17/2020 13:38:15,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
26577,EAST   94 STREET,LIRR BAY RIDGE DIV,B,11/18/2020 00:00:00,11/23/2020 23:59:59,DOT IN-HOUSE PAVING
26579,AVENUE B,EAST   94 STREET,B,11/18/2020 00:00:00,11/23/2020 23:59:59,DOT IN-HOUSE PAVING
31095,85 STREET,165 AVENUE,Q,08/14/2020 11:18:07,10/30/2020 23:59:59,DOT IN-HOUSE MILLING
32661,74 AVENUE,METROPOLITAN AVENUE,Q,06/29/2020 08:42:51,08/31/2020 23:59:59,DOT IN-HOUSE PAVING
32663,75 AVENUE,METROPOLITAN AVENUE,Q,06/29/2020 08:39:40,08/31/2020 23:59:59,DOT IN-HOUSE MILLING
15340,JOHN STREET,WILLIAM STREET,M,09/03/2020 14:06:07,09/25/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
32663,75 AVENUE,METROPOLITAN AVENUE,Q,06/29/2020 08:39:41,08/31/2020 23:59:59,DOT IN-HOUSE PAVING
32674,ASCAN AVENUE,KESSEL STREET,Q,06/29/2020 08:32:31,08/31/2020 23:59:59,DOT IN-HOUSE MILLING
32674,ASCAN AVENUE,KESSEL STREET,Q,06/29/2020 08:32:32,08/31/2020 23:59:59,DOT IN-HOUSE PAVING
37516,90 AVENUE,183 STREET,Q,01/01/2021 00:00:00,04/01/2021 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
22705,EAST   62 STREET,MADISON AVENUE,M,05/27/2020 10:30:20,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING
22706,EAST   63 STREET,MADISON AVENUE,M,05/26/2020 14:01:39,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING
22707,EAST   64 STREET,MADISON AVENUE,M,05/26/2020 14:01:39,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING
22708,EAST   65 STREET,MADISON AVENUE,M,05/26/2020 14:01:40,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
22711,5 AVENUE,EAST   65 STREET,M,05/26/2020 13:03:48,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
22712,5 AVENUE,EAST   66 STREET,M,05/26/2020 13:03:49,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
40313,115 ROAD,226 STREET,Q,05/13/2020 13:45:45,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
40390,115 ROAD,232 STREET,Q,05/13/2020 13:48:43,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
40390,115 ROAD,232 STREET,Q,05/13/2020 13:48:43,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
40393,232 STREET,CROSS ISLAND PARKWAY,Q,05/13/2020 13:48:40,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
40393,232 STREET,CROSS ISLAND PARKWAY,Q,05/13/2020 13:48:41,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
22713,5 AVENUE,EAST   67 STREET,M,05/26/2020 13:03:49,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING
22714,5 AVENUE,EAST   68 STREET,M,05/26/2020 14:01:09,07/01/2020 23:58:59,CONTRACT ROADWAY MILLING
53729,CHOCTAW PLACE,SEMINOLE AVENUE,X,06/19/2020 15:13:35,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
53807,PAWNEE PLACE,SEMINOLE AVENUE,X,06/19/2020 15:13:32,06/30/2020 23:59:59,DOT IN-HOUSE MILLING
53807,PAWNEE PLACE,SEMINOLE AVENUE,X,06/19/2020 15:13:33,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
53808,SEMINOLE AVENUE,WILKINSON AVENUE,X,06/19/2020 15:13:25,06/30/2020 23:59:59,DOT IN-HOUSE MILLING
32677,75 AVENUE,KESSEL STREET,Q,06/29/2020 08:32:38,08/31/2020 23:59:59,DOT IN-HOUSE PAVING
9032301,25 STREET,TRIBORO BRIDGE,Q,07/27/2020 10:33:05,10/23/2020 23:59:59,DOT IN-HOUSE MILLING
9032301,25 STREET,TRIBORO BRIDGE,Q,07/27/2020 10:33:06,10/23/2020 23:59:59,DOT IN-HOUSE PAVING
44682,UNIVERSITY AVENUE,WEST BURNSIDE AVENUE,X,09/30/2019 15:49:50,10/26/2019 23:59:59,DOT IN-HOUSE PAVING
44683,UNIVERSITY AVENUE,WEST BURNSIDE AVENUE,X,09/30/2019 15:49:50,10/26/2019 23:59:59,DOT IN-HOUSE PAVING
44750,UNIVERSITY AVENUE,WEST  180 STREET,X,09/30/2019 15:49:46,10/26/2019 23:59:59,DOT IN-HOUSE PAVING
54199,BRONX BOULEVARD,EAST  229 STREET,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
15340,JOHN STREET,WILLIAM STREET,M,09/03/2020 14:07:24,09/25/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
8963,LONGFELLOW AVENUE,OCEAN TERRACE,S,06/08/2020 16:22:07,08/07/2020 23:58:59,REMOVAL OF POLES-PROTECTED
56823,EMERSON AVENUE,MILES AVENUE,X,06/01/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
56828,EMERSON AVENUE,HARDING AVENUE,X,06/01/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
56840,DAVIS AVENUE,MILES AVENUE,X,06/01/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
23318,72 ST TRANSVERSE,C P WEST DRIVE,M,05/11/2020 17:26:35,05/30/2020 23:59:59,DOT IN-HOUSE MILLING
56842,GRAFF AVENUE,MILES AVENUE,X,06/01/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
56865,BALCOM AVENUE,MILES AVENUE,X,06/01/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
39318,140 AVENUE,SOUTH CONDUIT AVENUE,Q,06/04/2021 14:19:09,07/01/2021 23:59:59,DOT IN-HOUSE PAVING
22558,2 AVENUE,QNS MDTWN TNNL EXIT,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE PAVING
18635,6 AVENUE,PACIFIC STREET,B,08/29/2020 00:00:00,09/07/2020 23:58:59,PLACE CRANE OR SHOVEL ON STREET
39151,221 STREET,MERRICK BOULEVARD,Q,07/23/2020 06:36:56,09/01/2020 23:58:59,CONTRACT ROADWAY MILLING
39152,221 STREET,MERRICK BOULEVARD,Q,07/23/2020 06:36:56,09/01/2020 23:58:59,CONTRACT ROADWAY MILLING
22559,2 AVENUE,EAST   37 STREET,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE PAVING
22500,EAST   42 STREET,LEXINGTON AVENUE,M,09/22/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
41329,12 STREET,40 AVENUE,Q,07/10/2020 15:38:10,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
41329,12 STREET,40 AVENUE,Q,07/10/2020 15:38:11,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
41330,13 STREET,40 AVENUE,Q,07/10/2020 15:38:13,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
41330,13 STREET,40 AVENUE,Q,07/10/2020 15:38:13,08/28/2020 23:59:59,DOT IN-HOUSE PAVING
41331,21 STREET,40 AVENUE,Q,07/10/2020 15:38:15,08/28/2020 23:59:59,DOT IN-HOUSE MILLING
22500,EAST   42 STREET,LEXINGTON AVENUE,M,09/22/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
46438,41 AVENUE,69 STREET,Q,07/29/2021 13:23:43,09/30/2021 23:59:59,DOT IN-HOUSE MILLING
30561,67 DRIVE,79 STREET,Q,09/14/2020 10:23:32,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
30562,67 ROAD,79 STREET,Q,09/14/2020 10:23:28,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
30562,67 ROAD,79 STREET,Q,09/14/2020 10:23:29,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
36259,123 AVENUE,INWOOD STREET,Q,11/06/2020 18:32:21,11/30/2020 23:59:59,DOT IN-HOUSE PAVING
58279,GIVAN AVENUE,ROMBOUTS AVENUE,X,06/22/2020 06:15:02,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58313,DE LAVALL AVENUE,GIVAN AVENUE,X,06/22/2020 06:15:04,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58316,GIVAN AVENUE,MERRITT AVENUE,X,06/22/2020 06:15:05,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58324,HOLLERS AVENUE,NOELL AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58329,HOLLERS AVENUE,PEARTREE AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58333,HEATHCOTE AVENUE,HOLLERS AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58359,HOLLERS AVENUE,PINKNEY AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58370,HOLLERS AVENUE,HUTCHINSON AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58372,BEND,HOLLERS AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
58373,BEND,HOLLERS AVENUE,X,06/15/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
22566,2 AVENUE,EAST   40 STREET,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE MILLING
22566,2 AVENUE,EAST   40 STREET,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE PAVING
22574,2 AVENUE,EAST   41 STREET,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE MILLING
22576,EAST   43 STREET,LEXINGTON AVENUE,M,09/22/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22576,EAST   43 STREET,LEXINGTON AVENUE,M,09/22/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
79235,DICKINSON AVENUE,SEDGWICK AVENUE,X,06/10/2020 07:43:02,06/13/2020 23:59:59,DOT IN-HOUSE PAVING
79462,SAXON AVENUE,SEDGWICK AVENUE,X,06/10/2020 07:43:00,06/13/2020 23:59:59,DOT IN-HOUSE PAVING
22577,EAST   44 STREET,LEXINGTON AVENUE,M,09/22/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22577,EAST   44 STREET,LEXINGTON AVENUE,M,09/22/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
22579,3 AVENUE,EAST   43 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22574,2 AVENUE,EAST   41 STREET,M,09/28/2020 00:00:00,11/11/2020 23:59:59,DOT IN-HOUSE PAVING
37717,188 STREET,LIBERTY AVENUE,Q,11/06/2020 18:14:58,11/30/2020 23:59:59,DOT IN-HOUSE MILLING
37731,104 AVENUE,188 STREET,Q,11/06/2020 18:14:52,11/30/2020 23:59:59,DOT IN-HOUSE MILLING
37515,91 AVENUE,183 STREET,Q,11/06/2020 00:00:00,12/02/2020 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
79463,HILLMAN AVENUE,SEDGWICK AVENUE,X,06/10/2020 07:42:59,06/13/2020 23:59:59,DOT IN-HOUSE PAVING
79467,SEDGWICK AVENUE,WEST MOSHOLU PARKWAY SOUTH,X,06/10/2020 07:43:05,06/13/2020 23:59:59,DOT IN-HOUSE PAVING
24201,5 AVENUE,EAST  115 STREET,M,07/27/2020 12:28:31,09/01/2020 23:58:59,CONTRACT ROADWAY MILLING
90979,SEDGWICK AVENUE,WEST MOSHOLU PARKWAY SOUTH,X,06/10/2020 07:43:05,06/13/2020 23:59:59,DOT IN-HOUSE PAVING
31432,77 STREET,97 AVENUE,Q,06/17/2020 12:21:12,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
31434,78 STREET,97 AVENUE,Q,06/17/2020 12:21:14,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
31434,78 STREET,97 AVENUE,Q,06/17/2020 12:21:15,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
31445,78 STREET,95 AVENUE,Q,06/17/2020 12:18:39,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
31445,78 STREET,95 AVENUE,Q,06/17/2020 12:18:40,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
31447,80 STREET,ATLANTIC AVENUE,Q,06/17/2020 12:03:07,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
20732,BROADWAY,EAST   11 STREET,M,09/28/2020 14:15:56,10/28/2020 23:58:59,MAJOR INSTALLATIONS - GAS-PROTECTED
11524,3 AVENUE,MARINE AVENUE,B,09/28/2020 00:00:00,09/30/2020 23:59:59,DOT IN-HOUSE MILLING
11525,3 AVENUE,97 STREET,B,09/28/2020 00:00:00,09/30/2020 23:59:59,DOT IN-HOUSE MILLING
31447,80 STREET,ATLANTIC AVENUE,Q,06/17/2020 12:03:08,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
31518,80 STREET,LIBERTY AVENUE,Q,06/17/2020 12:03:24,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
34591,124 STREET,JAMAICA AVENUE,Q,06/17/2020 14:00:16,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
34591,124 STREET,JAMAICA AVENUE,Q,06/17/2020 14:00:17,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
34592,125 STREET,JAMAICA AVENUE,Q,06/17/2020 14:04:33,07/31/2020 23:59:59,DOT IN-HOUSE MILLING
34592,125 STREET,JAMAICA AVENUE,Q,06/17/2020 14:04:34,07/31/2020 23:59:59,DOT IN-HOUSE PAVING
59596,38 AVENUE,208 STREET,Q,03/29/2020 00:00:00,06/21/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
59715,38 AVENUE,CORP KENNEDY STREET,Q,03/29/2020 00:00:00,06/21/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
22582,3 AVENUE,EAST   45 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22582,3 AVENUE,EAST   45 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
23756,5 AVENUE,EAST  111 STREET,M,07/27/2020 12:28:33,09/01/2020 23:58:59,CONTRACT ROADWAY MILLING
39620,116 AVENUE,FARMERS BOULEVARD,Q,10/21/2020 14:05:25,12/25/2020 23:59:59,DOT IN-HOUSE PAVING
39621,FARMERS BOULEVARD,SUFFOLK DRIVE,Q,10/21/2020 14:05:22,12/25/2020 23:59:59,DOT IN-HOUSE MILLING
38155,BEACH    8 STREET,ROOSEVELT COURT,Q,06/08/2020 11:56:19,09/06/2020 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
23585,3 AVENUE,EAST   83 STREET,M,10/09/2020 15:32:16,10/12/2020 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
22583,3 AVENUE,EAST   46 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22672,3 AVENUE,EAST   48 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22672,3 AVENUE,EAST   48 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
22751,3 AVENUE,EAST   56 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22752,3 AVENUE,EAST   57 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
44789,MARBLE HILL LANE,MARBLE HILL AVENUE,M,03/30/2020 00:00:00,04/03/2020 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
44789,MARBLE HILL LANE,MARBLE HILL AVENUE,M,03/30/2020 00:00:00,04/03/2020 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
70563,DEAD END,GRANTWOOD AVENUE,S,10/30/2019 07:16:55,11/29/2019 23:59:59,DOT IN-HOUSE PAVING
44789,MARBLE HILL LANE,MARBLE HILL AVENUE,M,03/30/2020 00:00:00,04/03/2020 23:58:59,PLACE CRANE OR SHOVEL ON STREET
22752,3 AVENUE,EAST   57 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
22754,3 AVENUE,EAST   59 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE MILLING
22754,3 AVENUE,EAST   59 STREET,M,09/20/2020 00:00:00,10/31/2020 23:59:59,DOT IN-HOUSE PAVING
23161,CHEROKEE PLACE,EAST   78 STREET,M,10/07/2020 15:13:03,11/21/2020 23:59:59,DOT IN-HOUSE MILLING
23039,43 AVENUE,VERNON BOULEVARD,Q,09/14/2020 10:56:15,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
27859,FLUSHING AVENUE,WOODWARD AVENUE,Q,09/14/2020 10:49:32,11/27/2020 23:59:59,DOT IN-HOUSE MILLING
30424,EDSALL AVENUE,71 PLACE,Q,09/10/2019 11:08:12,10/31/2019 23:59:59,DOT IN-HOUSE MILLING
30424,EDSALL AVENUE,71 PLACE,Q,09/10/2019 11:08:13,10/31/2019 23:59:59,DOT IN-HOUSE PAVING
23509,CENTRAL PARK WEST,WEST  101 STREET,M,10/16/2019 15:23:24,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23517,CENTRAL PARK WEST,WEST  102 STREET,M,10/16/2019 15:23:25,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23518,CENTRAL PARK WEST,WEST  103 STREET,M,10/16/2019 15:23:26,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23565,CENTRAL PARK WEST,WEST  104 STREET,M,10/16/2019 15:23:27,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23740,EAST  104 STREET,LEXINGTON AVENUE,M,08/28/2019 14:55:52,11/11/2019 23:58:59,CONTRACT ROADWAY MILLING
23740,EAST  104 STREET,LEXINGTON AVENUE,M,08/30/2019 15:47:47,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23740,EAST  104 STREET,LEXINGTON AVENUE,M,09/20/2019 10:21:03,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
43261,DEAD END,TRINITY AVENUE,X,01/01/2020 00:00:00,03/02/2020 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
43261,DEAD END,TRINITY AVENUE,X,01/01/2020 00:00:00,03/02/2020 23:58:59,PLACE MATERIAL ON STREET
43261,DEAD END,TRINITY AVENUE,X,10/30/2019 00:00:00,01/01/2020 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
11971,71 STREET,PERRY TERRACE,B,09/19/2019 00:00:00,09/24/2019 23:59:59,DOT IN-HOUSE PAVING
60241,29 AVENUE,203 PLACE,Q,10/16/2019 08:25:28,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
43894,NELSON AVENUE,WEST  170 STREET,X,11/25/2019 06:15:13,02/20/2020 23:59:59,DOT IN-HOUSE PAVING
49123,METRO NORTH RR,MOSHOLU PARKWAY,X,03/23/2020 00:00:00,04/17/2020 23:59:59,DOT IN-HOUSE MILLING
49123,METRO NORTH RR,MOSHOLU PARKWAY,X,03/23/2020 00:00:00,04/17/2020 23:59:59,DOT IN-HOUSE PAVING
43261,DEAD END,TRINITY AVENUE,X,10/30/2019 00:00:00,01/01/2020 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
49524,SEDGWICK AVENUE,STEVENSON PLACE,X,03/23/2020 00:00:00,04/17/2020 23:59:59,DOT IN-HOUSE MILLING
30423,71 STREET,CENTRAL AVENUE,Q,09/06/2019 11:36:00,10/25/2019 23:59:59,DOT IN-HOUSE MILLING
30423,71 STREET,CENTRAL AVENUE,Q,09/06/2019 11:36:01,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
30424,EDSALL AVENUE,71 PLACE,Q,09/10/2019 11:10:00,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
9042804,43 AVENUE,240 STREET,Q,10/24/2019 00:00:00,12/01/2019 23:58:59,CONTRACT ROADWAY MILLING
42969,EAST  134 STREET,ST ANNS AVENUE,X,03/24/2021 00:00:00,03/31/2021 23:59:59,DOT IN-HOUSE MILLING
42969,EAST  134 STREET,ST ANNS AVENUE,X,03/24/2021 00:00:00,03/31/2021 23:59:59,DOT IN-HOUSE PAVING
42972,EAST  134 STREET,ST ANNS PLACE,X,03/24/2021 00:00:00,03/31/2021 23:59:59,DOT IN-HOUSE MILLING
62854,83 AVENUE,263 STREET,Q,05/13/2020 14:09:48,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
62854,83 AVENUE,263 STREET,Q,05/13/2020 14:09:49,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
62855,263 STREET,HILLSIDE AVENUE,Q,05/13/2020 14:09:50,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
62855,263 STREET,HILLSIDE AVENUE,Q,05/13/2020 14:09:51,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
62856,83 AVENUE,264 STREET,Q,05/13/2020 14:10:03,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
62856,83 AVENUE,264 STREET,Q,05/13/2020 14:10:03,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
62858,82 AVENUE,263 STREET,Q,05/13/2020 14:09:46,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
62858,82 AVENUE,263 STREET,Q,05/13/2020 14:09:46,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
62859,82 AVENUE,264 STREET,Q,05/13/2020 14:10:00,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
62859,82 AVENUE,264 STREET,Q,05/13/2020 14:10:01,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
42972,EAST  134 STREET,ST ANNS PLACE,X,03/24/2021 00:00:00,03/31/2021 23:59:59,DOT IN-HOUSE PAVING
63094,79 AVENUE,263 STREET,Q,05/13/2020 14:09:38,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63094,79 AVENUE,263 STREET,Q,05/13/2020 14:09:39,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63098,263 STREET,UNION TURNPIKE,Q,05/13/2020 14:09:35,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63098,263 STREET,UNION TURNPIKE,Q,05/13/2020 14:09:35,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63100,264 STREET,UNION TURNPIKE,Q,05/13/2020 14:09:52,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63100,264 STREET,UNION TURNPIKE,Q,05/13/2020 14:09:52,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63104,80 AVENUE,263 STREET,Q,05/13/2020 14:09:41,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63104,80 AVENUE,263 STREET,Q,05/13/2020 14:09:41,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63105,81 AVENUE,263 STREET,Q,05/13/2020 14:09:43,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63105,81 AVENUE,263 STREET,Q,05/13/2020 14:09:44,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63106,81 AVENUE,264 STREET,Q,05/13/2020 14:09:58,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63106,81 AVENUE,264 STREET,Q,05/13/2020 14:09:59,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63108,79 AVENUE,264 STREET,Q,05/13/2020 14:09:54,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63108,79 AVENUE,264 STREET,Q,05/13/2020 14:09:54,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63109,80 AVENUE,264 STREET,Q,05/13/2020 14:09:56,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63109,80 AVENUE,264 STREET,Q,05/13/2020 14:09:57,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63123,268 STREET,UNION TURNPIKE,Q,05/13/2020 14:07:26,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63123,268 STREET,UNION TURNPIKE,Q,05/13/2020 14:07:27,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63124,268 STREET,UNION TURNPIKE,Q,05/13/2020 14:07:26,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63124,268 STREET,UNION TURNPIKE,Q,05/13/2020 14:07:27,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63125,78 AVENUE,268 STREET,Q,05/13/2020 14:07:29,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63125,78 AVENUE,268 STREET,Q,05/13/2020 14:07:29,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63126,76 AVENUE,268 STREET,Q,05/13/2020 14:07:35,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63126,76 AVENUE,268 STREET,Q,05/13/2020 14:07:36,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63129,77 AVENUE,268 STREET,Q,05/13/2020 14:07:37,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63129,77 AVENUE,268 STREET,Q,05/13/2020 14:07:38,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
63138,81 AVENUE,268 STREET,Q,05/13/2020 14:07:34,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63138,81 AVENUE,268 STREET,Q,05/13/2020 14:07:35,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
10068,CEDAR AVENUE,JACKSON AVENUE,S,09/26/2019 08:29:20,10/31/2019 23:59:59,DOT IN-HOUSE PAVING
44744,GRAND AVENUE,WEST BURNSIDE AVENUE,X,10/28/2019 10:33:38,01/24/2020 23:59:59,DOT IN-HOUSE MILLING
44744,GRAND AVENUE,WEST BURNSIDE AVENUE,X,10/28/2019 10:33:39,01/24/2020 23:59:59,DOT IN-HOUSE PAVING
63140,81 AVENUE,269 STREET,Q,05/13/2020 14:05:26,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63142,80 AVENUE,268 STREET,Q,05/13/2020 14:07:33,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
44309,EAST TREMONT AVENUE,MORRIS AVENUE,X,10/18/2019 08:32:07,01/14/2020 23:59:59,DOT IN-HOUSE PAVING
44309,EAST TREMONT AVENUE,MORRIS AVENUE,X,10/18/2019 08:34:25,12/31/2019 23:59:59,DOT IN-HOUSE PAVING
63143,80 AVENUE,269 STREET,Q,05/13/2020 14:05:24,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
63143,80 AVENUE,269 STREET,Q,05/13/2020 14:05:24,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
2832,GRANTWOOD AVENUE,VINELAND AVENUE,S,10/30/2019 07:17:00,11/29/2019 23:59:59,DOT IN-HOUSE PAVING
2833,GRANTWOOD AVENUE,TRYON AVENUE,S,10/30/2019 07:17:01,11/29/2019 23:59:59,DOT IN-HOUSE PAVING
